Family;Genus;spName;WSG;logSLA;H;Seed
Urticaceae;Pourouma;Pourouma_bicolor;0,3524;2,179775406;15;3
Urticaceae;Pourouma;Pourouma_melinonii;0,42;2,307986456;28;3
Urticaceae;Pourouma;Pourouma_minor;0,60565;2,614310707;53;3
Urticaceae;Pourouma;Pourouma_sp.B1;0,7899;1,786318422;50;3
Urticaceae;Pourouma;Pourouma_tomentosa;0,31;2,301505374;52;3
Urticaceae;Pourouma;Pourouma_villosa;0,426535;2,100948678;25;3
Verbenaceae;Vitex;Vitex_triflora;0,56506;3,20987038;53;2
Violaceae;Amphirrhox;Amphirrhox_longifolia;0,5805;2,95910786;25;2
Violaceae;Leonia;Leonia_glycycarpa;0,535735;2,459428522;23;4
Violaceae;Rinorea;Rinorea_sp.B1;0,63;2,973225697;52;4
Violaceae;Rinorea;Rinorea_sp.B2;0,7351;3,005181163;53;4
Vochysiaceae;Erisma;Erisma_floribundum;0,4754;2,512390879;52;2
Vochysiaceae;Erisma;Erisma_uncinatum;0,41342;2,050727747;12;2
Vochysiaceae;Qualea;Qualea_rosea;0,6037;2,302585093;46;3
Vochysiaceae;Qualea;Qualea_sp.B1;0,60115;2,283833942;52;3
Vochysiaceae;Ruizterania;Ruizterania_albiflora;0,631162044;2,4392299;53;2
Vochysiaceae;Vochysia;Vochysia_guianensis;0,49;2,269493838;42;3
Vochysiaceae;Vochysia;Vochysia_tomentosa;0,341865;2,484388974;32;2
Vochysiaceae;VochysiaceaeIND;VochysiaceaeIND_sp.B1;0,6051;3,627321561;10;2
Euphorbiaceae;Sandwithia;Sandwithia_guyanensis;0,3283;1,438667535;52;1
Sapindaceae;Indet.Sapindaceae;Indet.Sapindaceae_Indet.;0,49;1,73172749;53;1
Arecaceae;Oenocarpus;Oenocarpus_bataua;0,3172;1,438667535;52;1
Chrysobalanaceae;Hymenopus;Hymenopus_heteromorphus;0,3283;1,73172749;53;1
Chrysobalanaceae;Leptobalanus;Leptobalanus_sprucei;0,49;1,492540248;53;1
Meliaceae;Carapa;Carapa_surinamensis;0,28;1,492540248;52;5
Celastraceae;Maytenus;Maytenus_sp.1-CAY;0,3283;1,923246289;10;1
Clusiaceae;Tovomita;Tovomita_caloneura;0,49;1,688664848;10;1
Myrtaceae;Eugenia;Eugenia_sp.FG14-Holst;0,49;1,492540248;10;3
Clusiaceae;Tovomita;Tovomita_sp.5-CAY;0,49;1,73172749;52;5
Malvaceae;Theobroma;Theobroma_guianense;0,28;1,438667535;10;1
Burseraceae;Protium;Protium_surinamense;0,3916;1,923246289;10;4
Chrysobalanaceae;Licania;Licania_parvifructa;0,3916;1,688664848;12;5
Clusiaceae;Tovomita;Tovomita_obovata;0,3283;1,438667535;10;1
Apocynaceae;Tabernaemontana;Tabernaemontana_attenuata;0,28;1,73172749;53;1
Peraceae;Chaetocarpus;Chaetocarpus_sp.1-CAY;0,3283;1,923246289;50;2
Simaroubaceae;Homalolepis;Homalolepis_cedron;0,3916;1,923246289;50;1
Violaceae;Rinorea;Rinorea_pectinosquamata;0,3916;1,492540248;50;1
Elaeocarpaceae;Sloanea;Sloanea_brachytepala;0,49;1,492540248;50;1
Fabaceae;Andira;Andira_coriacea;0,3283;1,492540248;50;5
Lauraceae;Indet.Lauraceae;Indet.Lauraceae_Indet.;0,3283;1,492540248;50;1
Elaeocarpaceae;Sloanea;Sloanea_sp.22-CAY;0,28;1,73172749;50;1
Fabaceae;Swartzia;Swartzia_guianensis;0,3916;1,438667535;50;1
Clusiaceae;Tovomita;Tovomita_Indet.;0,3916;1,688664848;10;1
Malvaceae;Eriotheca;Eriotheca_globosa;0,3172;1,492540248;10;1
Sapotaceae;Pouteria;Pouteria_sp.42-CAY;0,49;1,73172749;50;4
Elaeocarpaceae;Sloanea;Sloanea_laxiflora;0,3172;1,688664848;53;1
Elaeocarpaceae;Sloanea;Sloanea_sp.4-CAY;0,3172;1,73172749;50;1
Clusiaceae;Tovomita;Tovomita_sp.22-CAY;0,3916;1,923246289;10;5
Sapotaceae;Chrysophyllum;Chrysophyllum_pomiferum;0,28;1,438667535;10;1
Clusiaceae;Tovomita;Tovomita_umbellata;0,49;1,923246289;50;5
Apocynaceae;Aspidosperma;Aspidosperma_excelsum;0,3283;1,688664848;52;3
Sapotaceae;Elaeoluma;Elaeoluma_Indet.;0,28;1,492540248;12;1
Clusiaceae;Tovomita;Tovomita_brevistaminea;0,3916;1,688664848;10;5
Fabaceae;Enterolobium;Enterolobium_oldemanii;0,3172;1,492540248;53;1
Clusiaceae;Tovomita;Tovomita_gazelii;0,3916;1,73172749;52;5
Rubiaceae;Faramea;Faramea_sessiliflora;0,49;1,923246289;50;1
Violaceae;Rinorea;Rinorea_flavescens;0,49;1,73172749;52;1
Burseraceae;Protium;Protium_stevensonii;0,3172;1,492540248;52;1
Chrysobalanaceae;Parinari;Parinari_parvifolia;0,3172;1,438667535;53;5
Lecythidaceae;Eschweilera;Eschweilera_collina;0,49;1,688664848;10;4
Chrysobalanaceae;Gaulettia;Gaulettia_parillo;0,28;1,73172749;10;1
Phyllanthaceae;Amanoa;Amanoa_congesta;0,3283;1,73172749;50;1
Clusiaceae;Garcinia;Garcinia_madruno;0,49;1,688664848;10;5
Melastomataceae;Henriettea;Henriettea_flavescens;0,49;1,492540248;50;1
Fabaceae;Inga;Inga_Indet.;0,49;1,73172749;10;3
Clusiaceae;Tovomita;Tovomita_sp.2-CAY;0,49;1,923246289;52;5
Clusiaceae;Tovomita;Tovomita_sp.11-CAY;0,49;1,923246289;53;5
Chrysobalanaceae;Parinariopsis;Parinariopsis_licaniiflora;0,28;1,492540248;50;1
Fabaceae;Inga;Inga_melinonii;0,3916;1,492540248;50;1
Annonaceae;Guatteria;Guatteria_schomburgkiana;0,3916;1,438667535;52;1
Lauraceae;Aniba;Aniba_taubertiana;0,28;1,73172749;50;1
Phyllanthaceae;Amanoa;Amanoa_guianensis;0,3916;1,438667535;10;1
Combretaceae;Terminalia;Terminalia_grandis;0,3283;1,923246289;50;1
Annonaceae;Anaxagorea;Anaxagorea_dolichocarpa;0,3172;1,438667535;10;1
Meliaceae;Guarea;Guarea_pubescens;0,3916;1,923246289;50;1
Lauraceae;Aniba;Aniba_citrifolia;0,49;1,492540248;50;1
Rubiaceae;Coussarea;Coussarea_machadoana;0,49;1,438667535;10;1
Apocynaceae;Rauvolfia;Rauvolfia_paraensis;0,3916;1,438667535;50;1
Fabaceae;Limadendron;Limadendron_hostmannii;0,3283;1,438667535;50;1
Melastomataceae;Votomita;Votomita_guianensis;0,49;1,492540248;50;1
Malpighiaceae;Byrsonima;Byrsonima_aerugo;0,3283;1,688664848;52;1
Clusiaceae;Tovomita;Tovomita_fanshawei;0,3283;1,73172749;12;5
Fabaceae;Inga;Inga_cylindrica;0,3283;1,923246289;12;3
Myrtaceae;Eugenia;Eugenia_exaltata;0,28;1,73172749;10;1
Sapotaceae;Pouteria;Pouteria_caimito;0,28;1,923246289;12;5
Elaeocarpaceae;Sloanea;Sloanea_Indet.;0,49;1,492540248;50;1
Lecythidaceae;Eschweilera;Eschweilera_Indet.;0,28;1,492540248;10;1
Calophyllaceae;Caraipa;Caraipa_punctulata;0,49;1,688664848;50;1
Hypericaceae;Vismia;Vismia_sessilifolia;0,3283;1,492540248;50;1
Fabaceae;Ormosia;Ormosia_coutinhoi;0,28;1,492540248;53;1
Elaeocarpaceae;Sloanea;Sloanea_synandra;0,28;1,438667535;53;1
Chrysobalanaceae;Couepia;Couepia_obovata;0,28;1,492540248;10;5
Melastomataceae;Miconia;Miconia_minutiflora;0,3172;1,73172749;53;1
Burseraceae;Indet.Burseraceae;Indet.Burseraceae_Indet.;0,49;1,73172749;10;1
Fabaceae;Albizia;Albizia_pedicellaris;0,49;1,492540248;50;5
Clusiaceae;Garcinia;Garcinia_benthamiana;0,3283;1,73172749;10;5
Siparunaceae;Siparuna;Siparuna_cuspidata;0,3916;1,923246289;52;3
Olacaceae;Heisteria;Heisteria_Indet.;0,3172;1,688664848;50;1
Malpighiaceae;Byrsonima;Byrsonima_Indet.;0,3172;1,923246289;50;1
Burseraceae;Protium;Protium_Indet.;0,3283;1,492540248;50;1
Myrtaceae;Indet.Myrtaceae;Indet.Myrtaceae_Indet.;0,3172;1,73172749;50;1
Indet.;Indet.Indet.;Indet.Indet._Indet.;0,3916;1,688664848;12;1
Annonaceae;Indet.Annonaceae;Indet.Annonaceae_Indet.;0,49;1,438667535;53;1
Lecythidaceae;Indet.Lecythidaceae;Indet.Lecythidaceae_Indet.;0,3916;1,438667535;50;1
Sapotaceae;Indet.Sapotaceae;Indet.Sapotaceae_Indet.;0,49;1,688664848;53;1
Nyctaginaceae;Neea;Neea_Indet.;0,3916;1,492540248;50;1
Calophyllaceae;Mahurea;Mahurea_palustris;0,3172;1,73172749;50;1
Elaeocarpaceae;Sloanea;Sloanea_parviflora;0,3172;1,688664848;53;1
Sapotaceae;Ecclinusa;Ecclinusa_guianensis;0,3172;1,688664848;10;4
Ochnaceae;Quiina;Quiina_integrifolia;0,3916;1,688664848;50;5
Elaeocarpaceae;Sloanea;Sloanea_sp.70-CAY;0,49;1,438667535;52;1
Sapindaceae;Talisia;Talisia_furfuracea;0,28;1,73172749;50;1
Elaeocarpaceae;Sloanea;Sloanea_conferta;0,3916;1,438667535;50;1
Elaeocarpaceae;Sloanea;Sloanea_granulosa;0,49;1,688664848;50;1
Bignoniaceae;Tabebuia;Tabebuia_insignis;0,28;1,73172749;50;1
Fabaceae;Inga;Inga_cayennensis;0,49;1,438667535;50;4
Fabaceae;Inga;Inga_sp.12-CAY;0,3916;1,688664848;50;1
Chrysobalanaceae;Leptobalanus;Leptobalanus_longistylus;0,49;1,923246289;10;1
Fabaceae;Inga;Inga_marginata;0,3172;1,688664848;10;1
Simaroubaceae;Homalolepis;Homalolepis_morettii;0,49;1,492540248;50;1
Annonaceae;Xylopia;Xylopia_pulcherrima;0,3916;1,688664848;53;2
Myrtaceae;Eugenia;Eugenia_anastomosans;0,49;1,492540248;50;1
Fabaceae;Parkia;Parkia_pendula;0,3283;1,688664848;50;3
Sapindaceae;Matayba;Matayba_opaca;0,28;1,688664848;52;1
Fabaceae;Inga;Inga_graciliflora;0,3172;1,438667535;10;1
Fabaceae;Inga;Inga_lomatophylla;0,3172;1,73172749;10;3
Rubiaceae;Indet.Rubiaceae;Indet.Rubiaceae_Indet.;0,28;1,492540248;12;1
Burseraceae;Protium;Protium_plagiocarpium;0,49;1,73172749;53;4
Violaceae;Indet.Violaceae;Indet.Violaceae_Indet.;0,49;1,438667535;53;1
Melastomataceae;Mouriri;Mouriri_Indet.;0,3283;1,438667535;50;1
Sapotaceae;Pouteria;Pouteria_cicatricata;0,49;1,923246289;52;5
Fabaceae;Ormosia;Ormosia_paraensis;0,3172;1,73172749;52;3
Malvaceae;Sterculia;Sterculia_Indet.;0,3916;1,492540248;10;1
Euphorbiaceae;Sagotia;Sagotia_racemosa;0,28;1,73172749;50;1
Fabaceae;Inga;Inga_jenmanii;0,3916;1,688664848;10;1
Malpighiaceae;Byrsonima;Byrsonima_densa;0,28;1,923246289;53;1
Rubiaceae;Duroia;Duroia_micrantha;0,3283;1,923246289;53;1
Lauraceae;Ocotea;Ocotea_glomerata;0,28;1,492540248;10;3
Myrtaceae;Eugenia;Eugenia_sp.FG21-Holst;0,3283;1,492540248;10;1
Fabaceae;Copaifera;Copaifera_guyanensis;0,49;1,438667535;10;3
Annonaceae;Xylopia;Xylopia_crinita;0,49;1,73172749;53;1
Sapotaceae;Pouteria;Pouteria_cayennensis;0,3916;1,438667535;53;5
Ochnaceae;Quiina;Quiina_macrophylla;0,3283;1,492540248;53;1
Malvaceae;Eriotheca;Eriotheca_Indet.;0,3916;1,492540248;53;1
